user_id,edad,sexo,estado_civil,numero_hijos,empleo_formal,ingreso_mensual,linea_credito,credito_utilizado,frecuencia_ahorro,monto_promedio_ahorro,perfil_financiero
771,35,M,Unión libre,2,1,18056,120000,73639,Baja,541.68,En riesgo
772,47,M,Casado,1,0,20119,50000,48963,Media,2011.9,En riesgo
773,58,M,Unión libre,1,1,18490,30000,21468,Media,1849.0,En riesgo
774,70,M,Unión libre,1,1,68010,120000,112889,Media,6801.0,En riesgo
775,67,M,Soltero,3,1,32453,80000,44420,Media,3245.3,En observacion
776,35,M,Unión libre,1,1,45958,50000,21040,Baja,1378.74,En observacion
777,37,F,Unión libre,2,0,9647,120000,66864,Baja,289.41,En observacion
778,57,F,Unión libre,2,1,30636,80000,40923,Baja,919.08,En observacion
779,67,M,Casado,0,0,53606,80000,68910,Baja,1608.18,En riesgo
780,31,M,Unión libre,2,1,63782,50000,11005,Media,6378.2,En observacion
781,67,F,Divorciado,0,0,19931,15000,8632,Baja,597.93,En observacion
782,62,F,Casado,1,0,58346,30000,11745,Media,5834.6,En observacion
783,33,M,Unión libre,0,0,49703,15000,9672,Media,4970.3,En riesgo
784,50,F,Divorciado,3,0,18417,30000,21867,Media,1841.7,En riesgo
785,27,F,Casado,4,0,8904,15000,11032,Media,890.4,En riesgo
786,49,M,Soltero,3,1,53685,30000,6821,Alta,11810.7,Saludable
787,30,M,Casado,0,0,23154,120000,113944,Alta,5093.88,En riesgo
788,20,M,Casado,0,1,14280,120000,92948,Alta,3141.6,En riesgo
789,45,M,Soltero,2,0,42434,120000,46191,Media,4243.4,En observacion
790,47,F,Casado,2,1,20615,30000,963,Baja,618.45,En observacion
791,22,F,Unión libre,3,1,36148,15000,6287,Media,3614.8,En observacion
792,66,F,Divorciado,4,0,29832,15000,10813,Baja,894.96,En riesgo
793,24,M,Casado,0,0,33441,120000,113257,Media,3344.1,En riesgo
794,56,M,Divorciado,4,0,46339,50000,17641,Media,4633.9,En observacion
795,65,M,Divorciado,1,1,18081,50000,8687,Baja,542.43,En observacion
796,20,F,Casado,2,1,62490,30000,8165,Media,6249.0,En observacion
797,41,M,Casado,3,1,78573,30000,29777,Media,7857.3,En riesgo
798,27,F,Unión libre,2,0,22074,80000,49564,Alta,4856.28,En riesgo
799,69,M,Unión libre,4,1,44453,80000,8029,Baja,1333.59,En observacion
800,45,F,Casado,4,0,67023,30000,5188,Baja,2010.69,En observacion
801,62,F,Casado,0,1,15307,30000,24065,Media,1530.7,En riesgo
802,37,F,Soltero,4,0,70405,15000,3858,Media,7040.5,En observacion
803,59,F,Unión libre,1,1,40930,80000,47349,Media,4093.0,En observacion
804,58,M,Unión libre,2,0,10028,120000,94353,Baja,300.84,En riesgo
805,70,M,Casado,0,1,48276,15000,6570,Media,4827.6,En observacion
806,34,F,Soltero,2,1,48851,120000,8979,Media,4885.1,En observacion
807,66,F,Divorciado,0,1,11741,50000,2601,Baja,352.23,En observacion
808,29,M,Unión libre,2,1,9899,50000,46201,Baja,296.97,En riesgo
809,51,M,Casado,3,0,25629,120000,2943,Media,2562.9,En observacion
810,70,F,Divorciado,1,1,20982,50000,3767,Baja,629.46,En observacion
811,57,F,Casado,4,0,57190,80000,55001,Media,5719.0,En riesgo
812,18,F,Unión libre,4,1,61079,120000,17364,Baja,1832.37,En observacion
813,50,M,Divorciado,1,0,57790,50000,37775,Media,5779.0,En riesgo
814,66,F,Soltero,3,1,71912,50000,43969,Media,7191.2,En riesgo
815,60,F,Unión libre,0,0,33709,120000,66251,Media,3370.9,En observacion
816,25,M,Unión libre,4,0,37566,50000,2553,Baja,1126.98,En observacion
817,42,M,Soltero,4,0,27094,80000,28702,Media,2709.4,En observacion
818,20,M,Casado,3,0,29218,120000,62757,Media,2921.8,En observacion
819,29,F,Casado,4,0,37521,80000,13690,Media,3752.1,En observacion
820,31,M,Unión libre,3,0,16011,15000,5156,Media,1601.1,En observacion
821,60,M,Casado,4,1,52844,30000,3452,Media,5284.4,En observacion
822,59,F,Casado,1,1,36084,15000,7832,Baja,1082.52,En observacion
823,63,M,Divorciado,1,0,13531,30000,852,Baja,405.93,En observacion
824,29,M,Soltero,1,0,40900,120000,83343,Baja,1227.0,En riesgo
825,44,M,Soltero,2,1,49811,120000,3935,Baja,1494.33,En observacion
826,22,M,Soltero,1,0,40408,80000,56660,Baja,1212.24,En riesgo
827,18,M,Divorciado,1,0,12028,80000,27978,Baja,360.84,En observacion
828,49,M,Soltero,0,0,22699,30000,13159,Baja,680.97,En observacion
829,42,M,Casado,4,1,79257,30000,3523,Alta,17436.54,Saludable
830,56,M,Unión libre,1,1,72306,50000,15750,Media,7230.6,En observacion
831,48,F,Divorciado,3,1,30814,80000,29509,Alta,6779.08,En observacion
832,36,F,Casado,4,0,19229,30000,12842,Baja,576.87,En observacion
833,60,M,Divorciado,2,0,51617,120000,16107,Baja,1548.51,En observacion
834,43,M,Casado,2,1,39049,15000,664,Baja,1171.47,En observacion
835,62,M,Divorciado,0,0,19740,15000,9178,Media,1974.0,En riesgo
836,53,M,Divorciado,1,1,12377,50000,44100,Alta,2722.94,En riesgo
837,41,F,Unión libre,0,0,40688,80000,77312,Baja,1220.64,En riesgo
838,64,M,Soltero,3,0,60234,80000,78884,Media,6023.4,En riesgo
839,44,F,Soltero,1,1,31861,120000,102517,Media,3186.1,En riesgo
840,28,F,Soltero,2,0,32841,120000,68657,Media,3284.1,En observacion
841,50,F,Divorciado,1,1,34066,120000,39561,Media,3406.6,En observacion
842,21,M,Unión libre,3,1,19800,30000,8932,Alta,4356.0,Saludable
843,50,F,Unión libre,0,1,60169,30000,5140,Media,6016.9,En observacion
844,69,M,Unión libre,1,0,8213,80000,43441,Alta,1806.86,En observacion
845,29,F,Soltero,1,1,71594,30000,15588,Media,7159.4,En observacion
846,51,F,Divorciado,2,1,13357,50000,16300,Media,1335.7,En observacion
847,61,F,Unión libre,4,1,52342,15000,534,Baja,1570.26,En observacion
848,61,F,Casado,2,1,67623,30000,21984,Media,6762.3,En riesgo
849,69,F,Divorciado,2,1,68454,30000,7695,Alta,15059.88,Saludable
850,22,M,Soltero,2,0,16233,15000,867,Alta,3571.26,Saludable
851,18,M,Unión libre,2,0,45546,80000,15565,Media,4554.6,En observacion
852,69,M,Divorciado,2,1,58543,30000,5126,Baja,1756.29,En observacion
853,61,F,Casado,1,1,31175,80000,54045,Media,3117.5,En riesgo
854,51,M,Divorciado,1,0,69887,15000,8677,Media,6988.7,En observacion
855,36,M,Divorciado,4,0,71669,15000,11588,Media,7166.9,En riesgo
856,35,M,Unión libre,4,1,45235,120000,30331,Media,4523.5,En observacion
857,44,F,Soltero,4,0,20056,120000,119794,Baja,601.68,En riesgo
858,57,F,Divorciado,3,1,51930,80000,3228,Alta,11424.6,Saludable
859,30,F,Unión libre,1,1,13278,80000,50904,Alta,2921.16,En riesgo
860,39,F,Casado,2,0,19812,50000,42623,Media,1981.2,En riesgo
861,43,F,Divorciado,3,1,79985,50000,23049,Baja,2399.55,En observacion
862,38,F,Soltero,1,0,44892,80000,33298,Alta,9876.24,En observacion
863,58,F,Divorciado,4,0,19884,30000,6191,Media,1988.4,En observacion
864,45,M,Soltero,4,0,29179,30000,22238,Media,2917.9,En riesgo
865,19,M,Soltero,0,1,17952,15000,13600,Media,1795.2,En riesgo
866,53,F,Soltero,4,0,73789,50000,33760,Media,7378.9,En riesgo
867,20,F,Divorciado,4,0,38321,50000,11470,Media,3832.1,En observacion
868,64,M,Unión libre,4,0,35027,120000,91102,Baja,1050.81,En riesgo
869,23,M,Casado,3,0,41814,30000,19671,Media,4181.4,En riesgo
870,26,F,Unión libre,3,0,47077,30000,4839,Baja,1412.31,En observacion
871,67,M,Casado,3,1,34745,50000,44975,Media,3474.5,En riesgo
872,58,F,Casado,1,1,13823,50000,27048,Media,1382.3,En observacion
873,48,M,Soltero,3,0,43158,15000,14372,Alta,9494.76,En riesgo
874,63,F,Unión libre,1,0,52492,15000,8183,Alta,11548.24,En observacion
875,53,M,Divorciado,4,0,49892,15000,8670,Baja,1496.76,En observacion
876,25,M,Soltero,1,1,65141,80000,62598,Media,6514.1,En riesgo
877,63,F,Soltero,0,0,69862,120000,27409,Media,6986.2,En observacion
878,31,M,Soltero,0,1,68266,15000,13758,Alta,15018.52,En riesgo
879,28,M,Divorciado,0,0,55323,30000,20294,Media,5532.3,En riesgo
880,65,M,Casado,0,0,31139,30000,7138,Baja,934.17,En observacion
881,26,M,Casado,3,0,20412,80000,32794,Media,2041.2,En observacion
882,56,F,Divorciado,2,0,17768,30000,7668,Media,1776.8,En observacion
883,18,F,Divorciado,0,0,39203,120000,10946,Baja,1176.09,En observacion
884,49,F,Soltero,4,0,53557,30000,11821,Media,5355.7,En observacion
885,58,F,Casado,2,0,78267,15000,5257,Media,7826.7,En observacion
886,32,M,Divorciado,4,0,79777,30000,5206,Media,7977.7,En observacion
887,48,F,Soltero,3,0,66325,50000,24248,Media,6632.5,En observacion
888,70,M,Divorciado,0,0,32852,50000,33983,Alta,7227.44,En riesgo
889,33,F,Casado,1,0,23484,15000,994,Alta,5166.48,Saludable
890,59,M,Soltero,1,1,34051,30000,23261,Baja,1021.53,En riesgo
891,40,M,Casado,0,0,45022,80000,74272,Alta,9904.84,En riesgo
892,56,F,Unión libre,3,0,31863,15000,3440,Baja,955.89,En observacion
893,47,M,Unión libre,1,1,9759,30000,13062,Media,975.9,En observacion
894,64,M,Soltero,3,1,42884,15000,2534,Alta,9434.48,Saludable
895,26,F,Soltero,4,1,65278,50000,10198,Alta,14361.16,Saludable
896,68,M,Casado,0,0,11385,80000,63922,Media,1138.5,En riesgo
897,45,F,Divorciado,4,1,41047,30000,21241,Baja,1231.41,En riesgo
898,39,F,Unión libre,4,0,30880,50000,2677,Media,3088.0,En observacion
899,68,F,Unión libre,3,0,52888,15000,13112,Alta,11635.36,En riesgo
900,26,F,Casado,2,1,27235,120000,46234,Media,2723.5,En observacion
901,41,F,Casado,2,0,12250,120000,97161,Media,1225.0,En riesgo
902,26,M,Unión libre,3,1,62974,15000,964,Media,6297.4,En observacion
903,60,F,Soltero,0,0,32061,80000,66489,Media,3206.1,En riesgo
904,20,F,Divorciado,3,1,45317,80000,57020,Baja,1359.51,En riesgo
905,25,F,Divorciado,2,1,16291,30000,13812,Media,1629.1,En observacion
906,70,M,Casado,3,1,18316,15000,113,Media,1831.6,En observacion
907,48,M,Casado,3,1,34548,15000,9685,Media,3454.8,En riesgo
908,18,F,Soltero,3,1,53069,15000,14971,Media,5306.9,En riesgo
909,40,F,Divorciado,0,1,31969,80000,52491,Media,3196.9,En riesgo
910,66,M,Casado,2,1,37633,80000,35514,Media,3763.3,En observacion
911,54,F,Casado,4,0,51121,15000,12153,Baja,1533.63,En riesgo
912,70,M,Casado,3,1,58549,50000,18679,Baja,1756.47,En observacion
913,58,F,Casado,1,0,38750,80000,23937,Alta,8525.0,Saludable
914,69,F,Divorciado,2,0,56133,50000,2233,Baja,1683.99,En observacion
915,24,M,Soltero,0,1,33942,30000,29440,Alta,7467.24,En riesgo
916,33,M,Soltero,1,0,50007,80000,69911,Media,5000.7,En riesgo
917,32,F,Divorciado,0,1,11828,80000,21967,Media,1182.8,En observacion
918,22,M,Unión libre,1,0,20311,120000,92383,Media,2031.1,En riesgo
919,21,M,Divorciado,0,0,43235,30000,3887,Media,4323.5,En observacion
920,27,F,Soltero,3,1,50285,80000,22147,Media,5028.5,En observacion
921,34,F,Casado,2,1,16487,30000,13621,Media,1648.7,En observacion
922,58,F,Divorciado,3,1,10253,120000,1851,Media,1025.3,En observacion
923,66,F,Casado,2,0,22300,120000,106252,Baja,669.0,En riesgo
924,54,F,Divorciado,4,0,66935,50000,47591,Alta,14725.7,En riesgo
925,29,M,Divorciado,1,1,41572,30000,12357,Media,4157.2,En observacion
926,70,M,Casado,0,1,14946,15000,11553,Media,1494.6,En riesgo
927,54,F,Divorciado,0,1,38609,30000,27998,Media,3860.9,En riesgo
928,68,F,Casado,4,1,30467,50000,49949,Baja,914.01,En riesgo
929,42,F,Unión libre,4,1,26470,120000,5393,Media,2647.0,En observacion
930,38,F,Unión libre,4,1,34138,120000,69971,Baja,1024.14,En observacion
931,31,F,Soltero,4,0,11479,120000,1748,Baja,344.37,En observacion
932,68,F,Soltero,0,0,13675,15000,9470,Media,1367.5,En riesgo
933,63,F,Casado,3,1,40047,15000,8100,Baja,1201.41,En observacion
934,20,F,Soltero,3,0,8181,30000,15935,Alta,1799.82,En observacion
935,64,M,Soltero,0,0,15049,80000,13431,Media,1504.9,En observacion
936,32,M,Divorciado,1,0,18385,120000,25527,Media,1838.5,En observacion
937,19,F,Casado,1,0,72304,50000,28646,Media,7230.4,En observacion
938,27,F,Divorciado,0,1,38281,50000,3635,Media,3828.1,En observacion
939,56,F,Casado,2,1,33842,50000,43522,Alta,7445.24,En riesgo
940,25,M,Casado,3,0,21774,30000,18445,Media,2177.4,En riesgo
941,53,M,Soltero,4,1,64525,30000,7937,Media,6452.5,En observacion
942,32,M,Soltero,0,0,44146,15000,1152,Baja,1324.38,En observacion
943,31,F,Unión libre,0,1,56192,50000,37597,Baja,1685.76,En riesgo
944,53,F,Casado,3,1,60748,50000,8167,Alta,13364.56,Saludable
945,20,M,Unión libre,3,1,28426,30000,17503,Media,2842.6,En observacion
946,52,F,Soltero,0,1,48941,15000,12556,Alta,10767.02,En riesgo
947,31,F,Unión libre,2,1,15915,30000,9603,Baja,477.45,En observacion
948,65,M,Casado,0,1,36804,50000,39967,Media,3680.4,En riesgo
949,22,F,Soltero,4,1,21266,120000,73614,Baja,637.98,En riesgo
950,59,F,Divorciado,0,0,62092,80000,28919,Media,6209.2,En observacion
951,32,M,Soltero,4,1,63499,80000,74745,Alta,13969.78,En riesgo
952,54,F,Casado,3,0,41230,80000,78678,Baja,1236.9,En riesgo
953,26,M,Divorciado,3,0,12859,120000,45560,Media,1285.9,En observacion
954,48,F,Unión libre,2,0,75188,15000,2954,Media,7518.8,En observacion
955,49,F,Divorciado,3,1,40267,120000,103479,Media,4026.7,En riesgo
956,30,F,Soltero,2,0,30629,15000,10810,Alta,6738.38,En riesgo
957,58,M,Divorciado,1,0,65404,50000,46187,Alta,14388.88,En riesgo
958,39,F,Unión libre,4,0,73624,120000,1331,Media,7362.4,En observacion
959,38,M,Casado,3,0,9338,15000,6107,Baja,280.14,En observacion
960,63,F,Divorciado,1,0,44172,50000,17815,Media,4417.2,En observacion
961,33,M,Casado,2,0,79030,120000,84760,Baja,2370.9,En riesgo
962,68,M,Soltero,2,0,66744,15000,9921,Media,6674.4,En riesgo
963,70,M,Unión libre,1,1,29000,30000,155,Baja,870.0,En observacion
964,47,M,Soltero,0,0,56600,50000,36220,Media,5660.0,En riesgo
965,36,M,Divorciado,0,0,68478,30000,24977,Media,6847.8,En riesgo
966,26,M,Casado,4,0,53082,120000,72685,Alta,11678.04,En riesgo
967,59,M,Casado,4,0,33845,50000,10959,Media,3384.5,En observacion
968,66,F,Casado,3,1,14258,15000,12337,Media,1425.8,En riesgo
969,62,F,Unión libre,3,0,64311,80000,17723,Media,6431.1,En observacion
970,47,F,Divorciado,3,0,67348,80000,72081,Baja,2020.44,En riesgo
971,23,F,Soltero,3,1,64513,80000,12408,Baja,1935.39,En observacion
972,69,M,Soltero,1,1,28384,15000,8208,Baja,851.52,En observacion
973,46,M,Unión libre,0,0,58841,120000,7001,Baja,1765.23,En observacion
974,27,M,Divorciado,4,1,43652,120000,100031,Media,4365.2,En riesgo
975,18,M,Unión libre,3,1,67357,30000,23286,Media,6735.7,En riesgo
976,62,F,Unión libre,4,0,61690,80000,68119,Alta,13571.8,En riesgo
977,29,M,Unión libre,0,0,39700,15000,2860,Media,3970.0,En observacion
978,53,M,Soltero,1,0,77802,30000,13539,Baja,2334.06,En observacion
979,42,F,Soltero,0,0,60148,15000,702,Alta,13232.56,Saludable
980,25,F,Divorciado,3,0,71240,80000,74091,Alta,15672.8,En riesgo
981,70,F,Soltero,4,1,42132,120000,25526,Baja,1263.96,En observacion
982,27,M,Casado,4,0,15698,15000,3060,Alta,3453.56,Saludable
983,47,F,Divorciado,1,1,66707,120000,75275,Media,6670.7,En riesgo
984,66,F,Casado,1,0,18103,15000,4014,Alta,3982.66,Saludable
985,38,M,Unión libre,1,0,41195,80000,37127,Baja,1235.85,En observacion
986,47,M,Casado,1,0,9124,15000,2906,Media,912.4,En observacion
987,65,M,Divorciado,2,1,66265,15000,9906,Media,6626.5,En riesgo
988,60,M,Unión libre,1,1,52693,30000,10776,Alta,11592.46,En observacion
989,24,M,Divorciado,0,0,45009,15000,11516,Baja,1350.27,En riesgo
990,42,F,Soltero,1,1,41111,80000,43266,Media,4111.1,En observacion
991,61,F,Soltero,4,0,42050,120000,103387,Baja,1261.5,En riesgo
992,35,M,Unión libre,1,0,64756,15000,6944,Media,6475.6,En observacion
993,38,M,Casado,0,0,36498,120000,42401,Alta,8029.56,En observacion
994,47,M,Unión libre,3,1,10870,15000,11933,Alta,2391.4,En riesgo
995,44,M,Soltero,4,0,59925,50000,29732,Baja,1797.75,En observacion
996,35,F,Unión libre,4,0,13337,30000,12540,Alta,2934.14,En observacion
997,27,M,Casado,3,0,71940,80000,45105,Alta,15826.8,En observacion
998,35,M,Divorciado,0,1,61894,80000,62684,Media,6189.4,En riesgo
999,37,F,Divorciado,0,0,28942,15000,3426,Alta,6367.24,Saludable
1000,26,M,Casado,3,0,14813,120000,27986,Baja,444.39,En observacion
1001,48,M,Divorciado,4,0,44157,30000,28386,Alta,9714.54,En riesgo
1002,58,M,Soltero,4,0,39952,120000,30192,Media,3995.2,En observacion
1003,57,F,Divorciado,1,0,78795,80000,72734,Baja,2363.85,En riesgo
1004,69,F,Divorciado,4,0,18076,30000,24380,Media,1807.6,En riesgo
1005,31,F,Soltero,1,1,71344,30000,17074,Media,7134.4,En observacion
1006,60,F,Casado,3,1,30198,50000,27854,Media,3019.8,En observacion
1007,62,M,Casado,4,1,40599,80000,57683,Media,4059.9,En riesgo
1008,59,F,Unión libre,1,0,50268,50000,29805,Baja,1508.04,En observacion
1009,38,M,Divorciado,2,0,45289,50000,15103,Baja,1358.67,En observacion
1010,52,M,Unión libre,0,1,15052,120000,104314,Media,1505.2,En riesgo
1011,64,F,Casado,4,1,30214,30000,39,Baja,906.42,En observacion
1012,57,M,Soltero,3,1,77463,50000,6773,Media,7746.3,En observacion
1013,49,F,Unión libre,0,0,13330,80000,65431,Baja,399.9,En riesgo
1014,50,M,Soltero,2,1,48653,80000,19884,Baja,1459.59,En observacion
1015,44,M,Soltero,4,0,19408,50000,1123,Baja,582.24,En observacion
1016,61,F,Divorciado,1,0,72696,30000,19161,Media,7269.6,En riesgo
1017,28,M,Unión libre,2,0,11231,30000,45,Media,1123.1,En observacion
1018,19,M,Divorciado,4,0,48180,15000,8573,Baja,1445.4,En observacion
1019,53,F,Casado,0,1,27410,15000,4097,Baja,822.3,En observacion
1020,29,F,Unión libre,2,1,45149,30000,12722,Alta,9932.78,En observacion
1021,39,F,Casado,0,1,59874,120000,34034,Media,5987.4,En observacion
1022,44,F,Casado,0,0,78278,80000,69602,Media,7827.8,En riesgo
1023,22,M,Casado,2,1,71747,80000,55294,Media,7174.7,En riesgo
1024,20,M,Divorciado,2,1,43685,15000,13049,Media,4368.5,En riesgo
1025,38,M,Divorciado,4,0,12408,50000,17201,Media,1240.8,En observacion
1026,53,M,Casado,0,0,29144,30000,5012,Media,2914.4,En observacion
1027,33,F,Divorciado,2,0,75925,120000,29900,Media,7592.5,En observacion
1028,28,M,Casado,1,0,30792,15000,13989,Baja,923.76,En riesgo
1029,67,F,Unión libre,2,0,21439,30000,22426,Media,2143.9,En riesgo
1030,68,F,Soltero,2,0,10539,50000,33828,Media,1053.9,En riesgo
1031,69,M,Casado,3,1,26556,80000,55664,Baja,796.68,En riesgo
1032,48,M,Soltero,4,1,45953,50000,12825,Media,4595.3,En observacion
1033,57,F,Divorciado,1,0,27333,120000,31067,Media,2733.3,En observacion
1034,46,F,Soltero,4,1,24505,120000,5470,Media,2450.5,En observacion
1035,56,M,Casado,2,1,19127,120000,38838,Baja,573.81,En observacion
1036,48,M,Divorciado,1,1,29062,50000,15459,Baja,871.86,En observacion
1037,56,M,Unión libre,0,1,45428,30000,24464,Media,4542.8,En riesgo
1038,42,M,Unión libre,1,1,73131,120000,54547,Media,7313.1,En observacion
1039,48,F,Divorciado,3,1,65547,15000,13948,Alta,14420.34,En riesgo
1040,30,F,Casado,1,0,65603,15000,4230,Alta,14432.66,Saludable
1041,36,F,Casado,1,0,40237,30000,25699,Media,4023.7,En riesgo
1042,64,F,Divorciado,3,0,19147,80000,7771,Media,1914.7,En observacion
1043,46,M,Unión libre,0,0,9473,50000,48170,Media,947.3,En riesgo
1044,18,F,Soltero,0,0,18894,80000,32405,Alta,4156.68,En observacion
1045,47,M,Unión libre,2,0,11760,120000,22917,Media,1176.0,En observacion
1046,37,M,Divorciado,3,1,31368,30000,27864,Alta,6900.96,En riesgo
1047,43,M,Divorciado,0,0,25869,30000,20480,Media,2586.9,En riesgo
1048,47,M,Unión libre,0,0,43178,120000,7362,Baja,1295.34,En observacion
1049,60,M,Casado,1,0,39517,120000,46684,Baja,1185.51,En observacion
1050,43,M,Unión libre,0,0,79226,120000,113509,Media,7922.6,En riesgo
1051,51,F,Casado,3,0,41462,30000,7596,Alta,9121.64,Saludable
1052,44,F,Soltero,2,1,59330,15000,4393,Baja,1779.9,En observacion
1053,68,F,Casado,4,1,30289,15000,1660,Media,3028.9,En observacion
1054,19,F,Divorciado,3,0,76783,50000,32831,Media,7678.3,En riesgo
1055,39,F,Divorciado,1,0,29641,50000,43459,Baja,889.23,En riesgo
1056,51,F,Casado,4,1,70146,80000,36740,Media,7014.6,En observacion
1057,27,F,Divorciado,1,0,48890,50000,45865,Media,4889.0,En riesgo
1058,53,F,Casado,0,0,25874,50000,20482,Alta,5692.28,En observacion
1059,31,F,Divorciado,2,0,9262,15000,8294,Media,926.2,En observacion
1060,31,M,Unión libre,1,1,50130,50000,5269,Media,5013.0,En observacion
1061,21,F,Divorciado,3,1,41660,120000,14539,Baja,1249.8,En observacion
1062,32,F,Divorciado,1,1,63751,30000,2323,Media,6375.1,En observacion
1063,23,M,Soltero,1,0,57149,120000,15144,Media,5714.9,En observacion
1064,63,F,Divorciado,0,1,42178,80000,48337,Baja,1265.34,En riesgo
1065,65,F,Unión libre,2,0,10929,120000,1524,Media,1092.9,En observacion
1066,67,M,Soltero,0,0,9019,80000,62541,Alta,1984.18,En riesgo
1067,40,M,Soltero,3,0,17804,120000,87217,Baja,534.12,En riesgo
1068,47,M,Casado,3,1,12537,80000,2800,Media,1253.7,En observacion
1069,24,M,Divorciado,0,0,25946,30000,2554,Baja,778.38,En observacion
1070,27,F,Divorciado,3,0,37184,50000,30223,Media,3718.4,En riesgo
1071,22,F,Divorciado,2,1,26773,80000,38461,Alta,5890.06,En observacion
1072,29,F,Divorciado,2,0,61670,15000,144,Media,6167.0,En observacion
1073,56,M,Soltero,3,1,55603,50000,19925,Media,5560.3,En observacion
1074,36,F,Divorciado,3,1,44490,50000,48047,Baja,1334.7,En riesgo
1075,32,F,Divorciado,4,1,57569,30000,3338,Alta,12665.18,Saludable
1076,64,F,Casado,2,1,56279,30000,8030,Media,5627.9,En observacion
1077,58,F,Casado,1,1,65913,15000,13258,Alta,14500.86,En riesgo
1078,19,F,Divorciado,1,1,17852,15000,2000,Baja,535.56,En observacion
1079,36,F,Soltero,0,1,31041,120000,79266,Alta,6829.02,En riesgo
1080,41,F,Casado,4,1,62202,30000,24034,Media,6220.2,En riesgo
1081,37,F,Soltero,4,0,43811,50000,47024,Media,4381.1,En riesgo
1082,49,M,Unión libre,0,1,40867,50000,12886,Baja,1226.01,En observacion
1083,36,M,Unión libre,2,0,62814,50000,1282,Baja,1884.42,En observacion
1084,26,M,Divorciado,4,1,63560,50000,20121,Media,6356.0,En observacion
1085,40,M,Soltero,2,0,18901,120000,72422,Media,1890.1,En riesgo
1086,27,M,Unión libre,2,1,38181,15000,6938,Alta,8399.82,En observacion
1087,42,F,Unión libre,2,1,50951,50000,45321,Media,5095.1,En riesgo
1088,43,F,Casado,0,0,31079,120000,43056,Baja,932.37,En observacion
1089,26,M,Unión libre,2,0,22527,50000,13597,Alta,4955.94,Saludable
1090,69,M,Soltero,2,1,40583,15000,8019,Baja,1217.49,En observacion
1091,30,F,Casado,1,1,8521,80000,34919,Media,852.1,En observacion
1092,38,F,Casado,3,0,71041,120000,12155,Alta,15629.02,Saludable
1093,46,F,Casado,1,0,49583,120000,92215,Media,4958.3,En riesgo
1094,41,M,Casado,1,1,58562,120000,25779,Baja,1756.86,En observacion
1095,28,M,Soltero,2,1,55912,50000,28330,Baja,1677.36,En observacion
1096,68,M,Divorciado,4,1,24176,120000,54815,Baja,725.28,En observacion
1097,43,M,Soltero,2,0,37274,15000,7661,Media,3727.4,En observacion
1098,20,F,Unión libre,1,0,65243,30000,10725,Alta,14353.46,En observacion
1099,40,M,Soltero,3,1,54352,120000,75935,Baja,1630.56,En riesgo
1100,59,M,Divorciado,0,1,38441,50000,2570,Alta,8457.02,Saludable
1101,52,M,Unión libre,3,0,56904,15000,8184,Baja,1707.12,En observacion
1102,39,F,Unión libre,0,1,45269,80000,57835,Baja,1358.07,En riesgo
1103,22,F,Unión libre,4,1,32206,50000,44712,Media,3220.6,En riesgo
1104,29,F,Divorciado,4,0,38919,30000,4348,Baja,1167.57,En observacion
1105,26,M,Divorciado,2,1,75763,120000,32231,Media,7576.3,En observacion
1106,57,F,Soltero,1,0,30767,30000,24354,Media,3076.7,En riesgo
1107,41,M,Divorciado,0,1,13226,50000,30847,Media,1322.6,En riesgo
1108,23,M,Casado,0,0,19754,15000,13772,Baja,592.62,En riesgo
1109,29,F,Casado,0,1,32350,15000,14123,Alta,7117.0,En riesgo
1110,67,F,Casado,0,0,76204,15000,9756,Baja,2286.12,En riesgo
1111,41,F,Unión libre,2,1,28281,15000,3694,Alta,6221.82,Saludable
1112,18,M,Soltero,4,1,36853,80000,42394,Media,3685.3,En observacion
1113,65,F,Unión libre,3,1,72833,120000,71216,Alta,16023.26,En observacion
1114,32,F,Soltero,4,0,40911,80000,48326,Baja,1227.33,En riesgo
1115,23,F,Casado,0,0,33024,15000,10774,Media,3302.4,En riesgo
1116,65,M,Divorciado,1,1,18035,50000,29194,Media,1803.5,En observacion
1117,44,F,Casado,2,1,64840,50000,7681,Media,6484.0,En observacion
1118,43,F,Unión libre,4,0,77867,80000,24602,Baja,2336.01,En observacion
1119,26,M,Divorciado,2,0,69466,50000,7227,Media,6946.6,En observacion
1120,29,F,Casado,3,0,62472,15000,2436,Media,6247.2,En observacion
1121,42,F,Casado,2,1,54146,120000,104868,Media,5414.6,En riesgo
1122,37,M,Divorciado,3,1,52025,120000,48556,Alta,11445.5,En observacion
1123,29,F,Divorciado,1,0,72139,50000,4298,Baja,2164.17,En observacion
1124,45,M,Divorciado,0,0,12434,15000,7764,Media,1243.4,En observacion
1125,64,M,Unión libre,2,1,28407,120000,64313,Media,2840.7,En observacion
1126,32,F,Unión libre,3,0,21010,30000,3443,Baja,630.3,En observacion
1127,22,M,Divorciado,4,1,24793,80000,66144,Alta,5454.46,En riesgo
1128,34,F,Soltero,4,1,65008,30000,27296,Media,6500.8,En riesgo
1129,43,F,Divorciado,0,1,75740,80000,58244,Baja,2272.2,En riesgo
1130,56,M,Casado,1,0,44052,30000,3111,Baja,1321.56,En observacion
1131,51,F,Casado,3,0,75153,120000,61220,Media,7515.3,En observacion
1132,40,M,Soltero,3,1,23446,30000,28806,Baja,703.38,En riesgo
1133,56,F,Unión libre,4,0,15107,50000,21640,Baja,453.21,En observacion
